"","PERMCO","GVKEY","SECID","start_date","end_date"
"14956","54797","019832","203568",2014-03-21,2015-12-31
"14957","54798","019977","203895",2014-03-28,2015-12-31
"14958","54800","019851","204003",2014-04-15,2015-12-31
"14959","54802","019273","203996",2014-04-11,2015-12-31
"14960","54803","020105","204011",2014-04-16,2015-12-31
"14961","54804","019526","203989",2014-04-11,2015-12-31
"14962","54805","019906","203943",2014-04-04,2015-12-31
"14963","54806","063800","203944",2014-04-04,2015-12-31
"14964","54807","020009","204015",2014-04-17,2015-12-31
"14965","54808","019800","203981",2014-04-09,2015-12-31
"14966","54809","019927","204012",2014-04-16,2015-12-31
"14967","54810","020280","204004",2014-04-15,2015-12-31
"14968","54811","019910","203945",2014-04-04,2015-12-31
"14969","54812","020116","203998",2014-04-15,2015-12-31
"14970","54813","019753","203937",2014-04-02,2015-12-31
"14971","54815","020113","204001",2014-04-11,2015-12-31
"14972","54816","020042","203984",2014-04-10,2015-12-31
"14973","54817","020183","203986",2014-04-10,2015-12-31
"14974","54818","019912","203938",2014-04-03,2015-12-31
"14975","54819","274775","203994",2014-04-25,2015-12-31
"14976","54820","019908","203942",2014-04-04,2015-12-31
"14977","54821","020136","203946",2014-04-07,2015-01-16
"14978","54822","149906","116247",2014-04-28,2015-12-31
"14979","54823","019909","203980",2014-04-09,2015-12-31
"14980","54824","010121","204016",2014-05-01,2015-12-31
"14981","54825","020277","204013",2014-04-16,2015-12-31
"14982","54826","020115","203999",2014-04-11,2015-12-31
"14983","54827","066394","115450",2014-04-02,2015-12-31
"14984","54828","019528","203878",2014-04-01,2015-12-31
"14985","54829","020135","204010",2014-05-27,2015-12-31
"14986","54830","019649","204018",2014-04-17,2015-12-31
"14987","54831","016009","204019",2014-04-17,2015-12-31
"14988","54833","020041","203940",2014-04-03,2015-12-31
"14989","54834","020131","204014",2014-04-16,2015-12-31
"14990","54835","018936","189791",2014-04-17,2015-12-31
"14991","54836","020004","204020",2014-04-17,2015-12-31
"14992","54837","020412","204182",2014-05-02,2015-12-31
"14993","54838","020128","204200",2014-05-08,2015-12-31
"14994","54839","020020","204240",2014-06-02,2015-12-31
"14995","54841","020422","204284",2014-05-23,2015-12-31
"14996","54842","020331","204233",2014-05-16,2015-12-31
"14997","54843","020606","204234",2014-05-16,2015-12-31
"14998","54844","020235","204268",2014-06-02,2015-12-31
"14999","54845","020539","204207",2014-05-09,2015-12-31
"15000","54846","020298","204285",2014-05-23,2015-12-31
"15001","54848","020147","204286",2014-05-23,2015-12-31
"15002","54849","019580","204275",2014-06-09,2015-12-31
"15003","54850","020344","204224",2014-05-29,2015-12-31
"15004","54851","020229","204230",2014-05-15,2015-12-31
"15005","54852","317264","204198",2014-05-08,2015-12-31
"15006","54853","020179","204191",2014-05-07,2015-12-31
"15007","54854","020550","204206",2014-05-09,2015-12-31
"15008","54855","020010","204278",2014-05-23,2015-12-31
"15009","54856","020033","204199",2014-05-08,2015-12-31
"15010","54857","020018","203995",2014-05-02,2015-12-31
"15011","54858","160423","121704",2014-05-15,2015-12-31
"15012","54859","019582","204247",2014-06-03,2015-12-31
"15013","54861","029994","104800",2014-05-12,2015-12-31
"15014","54862","020407","204183",2014-05-02,2015-12-31
"15015","54863","019744","204281",2014-05-22,2015-12-31
"15016","54864","020003","204201",2014-05-08,2015-12-31
"15017","54865","143770","204272",2014-05-21,2015-12-31
"15018","54866","016015","139053",2014-05-19,2015-12-31
"15019","54867","019719","204308",2014-05-29,2015-12-31
"15020","54868","020040","203939",2014-05-02,2015-12-31
"15021","54869","018679","204277",2014-05-22,2015-12-31
"15022","54870","016549","204222",2014-05-14,2015-12-31
"15023","54871","163867","123702",2014-05-28,2015-12-31
"15024","54872","020233","204231",2014-06-03,2015-12-31
"15025","54873","018114","189259",2014-05-20,2015-12-31
"15026","54874","020170","204209",2014-05-09,2015-12-31
"15027","54875","020540","204238",2014-05-16,2015-12-31
"15028","54876","020502","204457",2014-06-30,2015-12-31
"15029","54877","190957","204464",2014-07-01,2015-12-31
"15030","54878","020011","204480",2014-07-01,2015-12-31
"15031","54879","020693","204531",2014-07-01,2015-12-31
"15032","54880","020130","204437",2014-06-13,2015-12-31
"15033","54881","020659","204493",2014-06-25,2015-12-31
"15034","54882","162453","204391",2014-06-06,2015-12-31
"15035","54883","020645","204466",2014-06-19,2015-12-31
"15036","54884","019600","194069",2014-06-18,2015-12-31
"15037","54885","248819","203274",2014-06-13,2014-11-13
"15038","54886","177179","204467",2014-06-18,2015-12-31
"15039","54887","020694","204778",2014-07-23,2015-12-31
"15040","54888","020644","204504",2014-06-26,2015-12-31
"15041","54889","018117","204311",2014-06-02,2015-10-15
"15042","54890","020643","204483",2014-06-20,2015-12-31
"15043","54891","007316","204526",2014-06-27,2015-12-31
"15044","54892","020330","204418",2014-06-12,2015-12-31
"15045","54893","285229","204528",2014-06-27,2015-12-31
"15046","54894","020168","204440",2014-06-13,2015-12-31
"15047","54895","020515","204478",2014-06-19,2015-12-31
"15048","54896","020129","204497",2014-06-25,2015-12-31
"15049","54897","020654","204465",2014-06-18,2015-12-31
"15050","54898","170520","204202",2014-06-06,2015-12-31
"15051","54899","020037","204471",2014-06-18,2015-12-31
"15052","54900","020761","204366",2014-06-04,2015-12-31
"15053","54901","020534","204475",2014-06-18,2015-12-31
"15054","54902","020619","205067",2014-08-05,2015-12-31
"15055","54903","187413","148481",2014-06-24,2015-12-31
"15056","54904","020742","204481",2014-06-19,2015-12-31
"15057","54905","020611","204476",2014-06-18,2015-12-16
"15058","54906","020672","204492",2014-06-25,2015-12-31
"15059","54907","020748","204392",2014-06-06,2015-12-31
"15060","54908","187550","204439",2014-06-13,2015-12-31
"15061","54909","018004","204468",2014-06-18,2015-12-31
"15062","54910","170994","138941",2014-06-17,2015-12-31
"15063","54911","020974","204503",2014-06-26,2015-12-31
"15064","54912","020513","204482",2014-06-20,2015-12-31
"15065","54913","183144","204460",2014-06-17,2015-12-31
"15066","54914","170639","204469",2014-06-18,2015-12-31
"15067","54915","020819","204413",2014-06-24,2015-12-31
"15068","54916","020884","204494",2014-06-25,2015-12-31
"15069","54918","020655","204529",2014-06-27,2015-12-31
"15070","54919","186681","204485",2014-06-20,2015-12-31
"15071","54920","020089","204523",2014-06-26,2015-12-31
"15072","54923","019858","204474",2014-07-02,2015-12-31
"15073","54924","020526","204435",2014-06-12,2015-12-31
"15074","54926","170975","204502",2014-06-26,2015-12-31
"15075","54927","187551","204411",2014-06-12,2015-12-31
"15076","54928","317260","204438",2014-06-12,2015-12-31
"15077","54929","020126","204796",2014-07-25,2015-12-31
"15078","54931","020228","204869",2014-07-31,2015-12-31
"15079","54933","022447","161469",2014-07-22,2015-12-31
"15080","54934","020798","204791",2014-07-24,2015-12-31
"15081","54936","020686","205036",2014-07-31,2015-12-31
"15082","54937","021236","204853",2014-07-29,2015-12-31
"15083","54938","111974","204793",2014-07-24,2015-12-31
"15084","54939","019578","204794",2014-08-05,2015-12-31
"15085","54940","020935","204761",2014-07-18,2015-12-31
"15086","54941","020473","204863",2014-07-30,2015-12-31
"15087","54942","020967","204763",2014-08-04,2015-12-17
"15088","54943","018626","204758",2014-07-18,2015-12-31
"15089","54944","020420","204795",2014-07-25,2015-12-31
"15090","54945","021010","204867",2014-07-31,2015-12-31
"15091","54946","021020","204868",2014-07-31,2015-12-31
"15092","54947","016972","204690",2014-07-08,2015-12-31
"15093","54948","020913","204770",2014-07-22,2015-12-31
"15094","54949","018392","188511",2014-07-01,2015-12-31
"15095","54951","179834","204753",2014-07-17,2015-12-31
"15096","54952","021109","204726",2014-07-14,2015-12-31
"15097","54953","021223","205181",2014-09-12,2015-12-31
"15098","54954","012257","155139",2014-07-02,2015-12-31
"15099","54955","020823","204841",2014-07-31,2015-12-31
"15100","54956","021008","204785",2014-07-24,2015-12-31
"15101","54957","020951","204798",2014-07-25,2015-12-31
"15102","54958","020945","204748",2014-07-16,2015-12-31
"15103","54959","020628","204546",2014-07-01,2015-12-31
"15104","54960","021124","204797",2014-07-25,2015-12-31
"15105","54961","004384","147351",2014-07-28,2015-12-31
"15106","54962","021005","204865",2014-07-31,2015-12-31
"15107","54963","020567","204871",2014-07-31,2015-12-31
"15108","54964","020143","204716",2014-07-23,2015-12-31
"15109","54965","180866","204715",2014-07-10,2015-12-31
"15110","54966","021138","204771",2014-08-04,2015-12-31
"15111","54967","020225","204527",2014-07-01,2015-12-31
"15112","54968","021015","204799",2014-07-25,2015-12-31
"15113","54969","019772","204864",2014-07-31,2015-12-31
"15114","54970","020675","204756",2014-07-17,2015-12-31
"15115","54971","020943","204759",2014-07-18,2015-12-31
"15116","54972","021111","204746",2014-07-15,2015-12-31
"15117","54973","020740","204792",2014-07-29,2015-12-31
"15118","54975","020739","204760",2014-07-18,2015-12-31
"15119","54976","020517","205074",2014-08-07,2015-12-31
"15120","54977","021013","205095",2014-08-18,2015-12-31
"15121","54978","020090","204762",2014-07-18,2015-12-31
"15122","54979","021209","205490",2014-10-01,2015-12-31
"15123","54980","021006","204786",2014-07-24,2015-12-31
"15124","54982","021104","205087",2014-08-14,2015-12-31
"15125","54983","187252","205045",2014-08-01,2015-12-31
"15126","54984","021165","205078",2014-08-08,2015-12-31
"15127","54985","005968","205075",2014-08-08,2015-12-31
"15128","54986","020949","205040",2014-08-01,2015-12-31
"15129","54987","021048","205071",2014-08-07,2015-12-31
"15130","54988","020950","205041",2014-08-01,2015-12-31
"15131","54989","183921","135420",2014-08-29,2015-12-31
"15132","54990","186974","205094",2014-08-15,2015-12-31
"15133","54991","021049","205073",2014-08-07,2015-12-31
"15134","54992","021208","205039",2014-08-06,2015-12-31
"15135","54993","021326","205077",2014-08-08,2015-12-31
"15136","54994","021016","205046",2014-08-01,2015-12-31
"15137","54996","021145","205086",2014-08-13,2015-12-31
"15138","54998","021033","205076",2014-08-07,2015-12-31
"15139","54999","176199","205100",2014-08-22,2015-12-31
"15140","550","002021","123732",1981-06-01,1996-01-09
"15141","55000","021808","205208",2014-09-19,2015-12-31
"15142","55001","020661","205194",2014-09-29,2015-12-31
"15143","55003","020530","205204",2014-09-19,2015-12-31
"15144","55006","021825","205457",2014-09-24,2015-12-31
"15145","55007","185337","205195",2014-09-17,2015-12-31
"15146","55008","021652","205462",2014-09-25,2015-12-31
"15147","55009","021644","205152",2014-09-08,2015-12-31
"15148","55011","021840","205475",2014-09-26,2015-12-31
"15149","55013","021547","205458",2014-09-24,2015-12-31
"15150","55015","019843","205459",2014-09-24,2015-12-31
"15151","55016","021823","205453",2014-09-23,2015-04-10
"15152","55017","021770","205193",2014-09-16,2015-12-31
"15153","55018","021816","205461",2014-09-25,2015-12-31
"15154","55019","220211","205455",2014-09-24,2015-12-31
"15155","55020","021635","205180",2014-09-12,2015-12-31
"15156","55021","117829","205141",2014-09-02,2015-12-31
"15157","55022","153957","117086",2014-09-30,2015-12-31
"15158","55023","021761","205211",2014-10-01,2015-12-31
"15159","55024","021002","205454",2014-09-24,2015-12-31
"15160","55025","021522","205202",2014-09-18,2015-12-31
"15161","55026","020441","205472",2014-09-25,2015-12-31
"15162","55027","139705","205175",2014-09-10,2015-12-31
"15163","55028","018490","188622",2014-09-11,2015-12-31
"15164","55029","021524","205203",2014-09-18,2015-12-31
"15165","55030","021103","205179",2014-09-12,2015-12-31
"15166","55031","021362","205201",2014-09-17,2015-12-31
"15167","55032","021422","205460",2014-09-24,2015-12-31
"15168","55033","020232","205640",2014-11-03,2015-12-31
"15169","55034","021352","205665",2014-11-03,2015-12-31
"15170","55035","020692","205642",2014-11-03,2015-12-31
"15171","55036","018695","103242",2014-11-03,2015-12-31
"15172","55038","178698","205516",2014-10-02,2015-12-31
"15173","55039","021150","204752",2014-10-08,2015-12-31
"15174","55040","020044","203564",2014-10-27,2015-12-31
"15175","55041","022041","205702",2014-10-29,2015-12-31
"15176","55042","021898","205705",2014-10-30,2015-12-31
"15177","55043","021047","205560",2014-10-10,2015-12-31
"15178","55044","021918","205597",2014-10-15,2015-12-31
"15179","55046","021921","205548",2014-10-08,2015-12-31
"15180","55047","189517","205707",2014-11-13,2015-12-31
"15181","55048","185277","205538",2014-10-03,2015-12-31
"15182","55050","021616","205599",2014-10-15,2015-12-31
"15183","55051","021847","205553",2014-10-09,2015-12-31
"15184","55052","020537","205521",2014-10-02,2015-12-31
"15185","55053","107130","205576",2014-10-14,2015-12-31
"15186","55054","022025","205698",2014-11-07,2015-12-31
"15187","55055","028473","205545",2014-10-06,2015-12-31
"15188","55056","008210","205556",2014-10-09,2015-12-31
"15189","55056","008210","208563",2015-12-18,2015-12-31
"15190","55057","020944","205703",2014-10-29,2015-12-31
"15191","55058","021628","205558",2014-10-09,2015-12-31
"15192","55059","021626","205514",2014-10-01,2015-12-31
"15193","55060","021540","205536",2014-10-02,2015-12-31
"15194","55061","021433","205638",2014-10-17,2015-12-31
"15195","55062","021019","205549",2014-10-09,2015-12-31
"15196","55063","020496","205515",2014-10-02,2015-12-31
"15197","55064","015172","205575",2014-10-13,2015-12-31
"15198","55065","011787","205677",2014-10-16,2015-12-31
"15199","55066","021012","205627",2014-10-16,2015-12-31
"15200","55067","021378","205701",2014-10-29,2015-12-31
"15201","55068","018576","205689",2014-10-24,2015-12-31
"15202","55069","021600","205667",2014-10-22,2015-12-31
"15203","55070","021627","205517",2014-10-02,2015-12-31
"15204","55071","312079","205669",2014-10-22,2015-12-31
"15205","55072","021617","205537",2014-10-03,2015-12-31
"15206","55074","187721","205493",2014-10-01,2015-12-31
"15207","55075","021696","205670",2014-10-30,2015-12-31
"15208","55076","021452","205598",2014-10-15,2015-12-31
"15209","55077","021826","205520",2014-10-09,2015-12-31
"15210","55078","021954","205931",2014-12-11,2015-12-31
"15211","55079","021990","205673",2014-10-22,2015-12-31
"15212","55080","NA","204866",2014-07-31,2014-08-07
"15213","55081","021146","205555",2014-10-09,2015-12-31
"15214","55082","060923","155250",2014-10-10,2015-12-31
"15215","55083","021802","205676",2014-10-22,2015-12-31
"15216","55084","022037","205704",2014-10-29,2015-12-31
"15217","55085","021633","205559",2014-10-09,2015-12-31
"15218","55086","021801","205535",2014-10-02,2015-12-31
"15219","55087","021017","205539",2014-10-03,2015-11-19
"15220","55088","022119","205770",2014-11-13,2015-12-31
"15221","55089","021431","205793",2014-12-01,2015-12-31
"15222","55090","100363","205792",2014-11-25,2015-12-31
"15223","55091","019770","205744",2014-11-05,2015-12-31
"15224","55092","022111","205795",2014-11-18,2015-12-31
"15225","55093","022307","205874",2014-11-25,2015-12-31
"15226","55094","021073","205861",2014-11-21,2015-12-31
"15227","55095","021916","205767",2014-11-06,2015-12-31
"15228","55096","022310","205872",2014-11-24,2015-12-31
"15229","55097","021604","205821",2014-11-19,2015-12-31
"15230","55098","021630","205816",2014-11-18,2015-12-31
"15231","55099","022134","205787",2014-11-12,2015-12-31
"15232","55100","144496","205788",2014-11-28,2015-12-31
"15233","55101","021946","205791",2014-11-13,2015-12-31
"15234","55102","017653","189480",2014-11-10,2015-12-31
"15235","55103","106126","205814",2014-11-17,2015-12-31
"15236","55104","020898","205794",2014-11-13,2015-12-31
"15237","55105","021841","205765",2014-11-06,2015-12-31
"15238","55106","021451","205825",2014-11-20,2015-12-31
"15239","55107","260838","205863",2014-11-24,2015-12-31
"15240","55108","021421","205822",2014-11-19,2015-12-31
"15241","55109","020677","204280",2014-11-03,2015-12-31
"15242","55110","021901","205809",2014-11-14,2015-12-31
"15243","55111","021798","205771",2014-11-07,2015-12-31
"15244","55112","021983","205847",2014-11-20,2015-12-31
"15245","55113","022039","205766",2014-11-07,2015-12-31
"15246","55114","022082","205784",2014-11-11,2015-12-31
"15247","55115","022124","205810",2014-11-14,2015-12-31
"15248","55116","021818","205808",2014-11-14,2015-12-31
"15249","55117","021998","205848",2014-11-20,2015-12-31
"15250","55118","022141","205781",2014-11-07,2015-12-31
"15251","55119","021739","205807",2014-11-13,2015-12-31
"15252","55120","187040","151399",2014-11-21,2015-12-31
"15253","55121","021814","205786",2014-11-13,2015-12-31
"15254","55122","021079","209570",2014-11-03,2015-12-31
"15255","55123","021815","205782",2014-11-07,2015-12-31
"15256","55124","022040","205769",2014-11-06,2015-12-31
"15257","55125","021261","205813",2014-11-14,2015-12-31
"15258","55126","021744","205763",2014-11-05,2015-12-31
"15259","55127","022330","205912",2014-12-05,2015-12-31
"15260","55128","022343","205895",2014-12-17,2015-12-31
"15261","55129","019647","205932",2014-12-11,2015-12-31
"15262","5513","010270","5901",1982-04-30,1999-08-12
"15263","55131","014864","205908",2014-12-05,2015-12-31
"15264","55132","021845","205941",2014-12-12,2015-12-31
"15265","55133","022182","205942",2014-12-12,2015-12-31
"15266","55134","163844","206012",2014-12-22,2015-12-31
"15267","55135","022165","205994",2014-12-17,2015-12-31
"15268","55136","022559","206005",2014-12-18,2015-12-31
"15269","55137","164471","205928",2014-12-15,2015-12-31
"15270","55138","022159","206001",2014-12-17,2015-12-31
"15271","55141","022000","205962",2014-12-12,2015-12-31
"15272","55142","022397","205938",2014-12-12,2015-12-31
"15273","55143","022258","206002",2014-12-18,2015-12-31
"15274","55144","022225","206052",2015-01-07,2015-12-31
"15275","55145","021999","205939",2014-12-12,2015-12-31
"15276","55146","163965","123736",2014-12-23,2015-12-31
"15277","55147","022178","205940",2014-12-12,2015-12-31
"15278","55148","022229","205894",2014-12-03,2015-12-31
"15279","55149","163924","205937",2014-12-12,2015-12-31
"15280","55150","022230","206007",2014-12-19,2015-12-31
"15281","55151","022484","206153",2015-02-02,2015-12-31
"15282","55152","022164","205933",2014-12-11,2015-12-31
"15283","55153","176561","128813",2014-12-22,2015-12-31
"15284","55154","162735","206011",2014-12-19,2015-12-31
"15285","55155","022459","206048",2015-01-16,2015-12-31
"15286","55157","022731","206059",2015-02-02,2015-12-31
"15287","55158","020088","206124",2015-01-23,2015-12-31
"15288","55160","022629","206147",2015-01-30,2015-12-31
"15289","55161","022515","206114",2015-01-16,2015-12-31
"15290","55162","022672","206149",2015-01-30,2015-12-31
"15291","55163","022653","206144",2015-02-10,2015-12-31
"15292","55164","271342","206123",2015-01-23,2015-04-27
"15293","55164","271342","207087",2015-04-28,2015-12-31
"15294","55165","022783","206050",2015-01-14,2015-12-31
"15295","55166","022604","206139",2015-01-28,2015-12-31
"15296","55167","022704","206145",2015-01-30,2015-12-31
"15297","55168","022667","206141",2015-01-29,2015-12-31
"15298","55169","022673","206142",2015-01-29,2015-12-31
"15299","55170","022975","206146",2015-01-30,2015-12-31
"15300","55171","022201","206113",2015-01-16,2015-12-31
"15301","55172","020043","206140",2015-01-29,2015-12-31
"15302","55173","022709","206150",2015-01-30,2015-12-31
"15303","55174","022878","206501",2015-03-09,2015-12-31
"15304","55175","022697","206151",2015-01-30,2015-12-31
"15305","55176","184113","145798",2015-01-28,2015-12-31
"15306","55177","021003","205038",2015-01-27,2015-12-31
"15307","55178","166458","206376",2015-03-02,2015-12-31
"15308","55179","021895","206189",2015-02-06,2015-12-31
"15309","55180","023116","206347",2015-02-19,2015-12-31
"15310","55181","022674","206190",2015-02-06,2015-12-31
"15311","55182","022853","206325",2015-02-13,2015-12-31
"15312","55183","017585","206359",2015-02-20,2015-12-31
"15313","55184","022867","206322",2015-02-12,2015-12-31
"15314","55187","010761","129415",2015-02-06,2015-12-31
"15315","55188","022983","206173",2015-02-04,2015-12-31
"15316","55189","022868","206298",2015-02-10,2015-12-31
"15317","5519","011196","6001",1995-09-11,1997-12-30
"15318","55190","022982","206466",2015-03-06,2015-12-31
"15319","55191","022927","206324",2015-02-13,2015-12-31
"15320","55192","022676","206646",2015-03-18,2015-12-31
"15321","55193","019761","203285",2015-02-27,2015-12-31
"15322","55194","022480","207006",2015-04-06,2015-12-31
"15323","55195","022708","206321",2015-02-12,2015-12-31
"15324","55196","022129","206191",2015-02-18,2015-12-31
"15325","55197","180057","206404",2015-02-26,2015-12-31
"15326","55198","022715","206174",2015-02-05,2015-12-31
"15327","55199","150681","206405",2015-02-26,2015-12-31
"15328","552","002264","106916",1989-01-17,1991-05-23
"15329","5520","009966","5868",1982-05-24,1997-01-24
"15330","55200","020961","206159",2015-02-03,2015-12-31
"15331","55201","023354","206667",2015-04-01,2015-12-31
"15332","55202","023086","206652",2015-04-01,2015-12-31
"15333","55204","017586","162008",2015-03-26,2015-12-31
"15334","55205","023353","206648",2015-03-18,2015-12-31
"15335","55206","023150","206818",2015-03-27,2015-12-31
"15336","55207","023035","206467",2015-03-06,2015-12-31
"15337","55208","022603","206539",2015-03-12,2015-12-31
"15338","55210","023421","206817",2015-03-27,2015-12-31
"15339","55211","282608","206812",2015-03-25,2015-12-31
"15340","55212","021944","207031",2015-04-10,2015-12-31
"15341","55213","023294","206650",2015-03-19,2015-12-31
"15342","55214","023119","206814",2015-03-26,2015-12-31
"15343","55215","165968","206436",2015-03-04,2015-12-31
"15344","55216","271357","206465",2015-03-05,2015-12-31
"15345","55217","023043","206659",2015-03-20,2015-12-31
"15346","55218","022138","206801",2015-03-24,2015-12-31
"15347","55219","126036","207033",2015-04-20,2015-12-31
"15348","55220","023077","207050",2015-04-27,2015-12-31
"15349","55221","023175","207091",2015-04-29,2015-12-31
"15350","55222","023335","207034",2015-04-15,2015-12-31
"15351","55223","023423","207083",2015-04-24,2015-12-31
"15352","55224","023407","207098",2015-04-30,2015-12-31
"15353","55225","022698","207013",2015-04-09,2015-12-31
"15354","55226","023358","207035",2015-04-15,2015-12-31
"15355","55227","022035","205690",2015-04-16,2015-12-31
"15356","55228","019350","207030",2015-04-10,2015-12-31
"15357","55229","023238","207039",2015-04-16,2015-12-31
"15358","55230","023339","207040",2015-04-16,2015-12-31
"15359","55231","023243","207005",2015-04-02,2015-12-31
"15360","55232","185826","207048",2015-04-17,2015-12-31
"15361","55233","016878","207075",2015-04-21,2015-12-31
"15362","55234","023534","207003",2015-04-01,2015-12-31
"15363","55235","023432","207047",2015-04-16,2015-12-31
"15364","55236","021032","205209",2015-04-29,2015-12-31
"15365","55237","022864","207004",2015-04-08,2015-12-31
"15366","55238","023297","207037",2015-04-15,2015-12-31
"15367","55239","023598","207012",2015-04-09,2015-12-31
"15368","55240","023296","207093",2015-04-29,2015-12-31
"15369","55241","023071","206934",2015-04-01,2015-12-31
"15370","55242","023147","207080",2015-04-23,2015-12-31
"15371","55243","177472","207049",2015-04-17,2015-12-31
"15372","55244","187084","207045",2015-04-16,2015-12-31
"15373","55245","245918","207008",2015-04-07,2015-12-31
"15374","55246","156676","207283",2015-06-02,2015-12-31
"15375","55248","024116","207330",2015-06-02,2015-12-31
"15376","55249","024081","207295",2015-05-22,2015-12-31
"15377","55250","023977","207216",2015-05-18,2015-12-31
"15378","55251","180272","207288",2015-05-20,2015-12-31
"15379","55252","023433","207118",2015-05-01,2015-12-31
"15380","55253","023556","207292",2015-05-21,2015-12-31
"15381","55254","021520","154531",2015-05-29,2015-12-31
"15382","55255","023072","207189",2015-05-12,2015-12-31
"15383","55257","019484","207209",2015-05-15,2015-12-31
"15384","55258","171078","207293",2015-05-21,2015-12-31
"15385","55259","023650","207294",2015-05-21,2015-12-31
"15386","55260","023256","207182",2015-05-07,2015-12-31
"15387","55262","023574","207167",2015-05-06,2015-12-31
"15388","55263","022316","207213",2015-05-18,2015-12-31
"15389","55264","023594","207184",2015-05-08,2015-12-31
"15390","55265","297094","207183",2015-05-12,2015-12-31
"15391","55266","023703","207291",2015-05-21,2015-12-31
"15392","55267","024115","207298",2015-05-27,2015-12-31
"15393","55268","023494","207217",2015-05-19,2015-12-31
"15394","55269","023521","207099",2015-05-06,2015-12-31
"15395","55270","023555","207175",2015-05-07,2015-12-31
"15396","55271","023630","207207",2015-05-14,2015-12-31
"15397","55272","272872","207208",2015-05-14,2015-12-31
"15398","55273","023713","207631",2015-07-10,2015-12-31
"15399","55274","022713","207169",2015-05-06,2015-12-31
"15400","55275","021619","205748",2015-05-13,2015-12-31
"15401","55276","023627","207174",2015-05-07,2015-12-31
"15402","55277","275799","207289",2015-05-20,2015-12-31
"15403","55278","182023","207319",2015-05-29,2015-12-31
"15404","55279","023241","207161",2015-05-05,2015-12-31
"15405","55280","023098","207194",2015-05-15,2015-12-31
"15406","55281","018978","151127",2015-05-08,2015-12-31
"15407","55282","022032","207297",2015-05-26,2015-12-31
"15408","55284","023856","207433",2015-06-18,2015-12-31
"15409","55285","023821","207472",2015-06-29,2015-12-31
"15410","55286","024937","103486",2015-06-29,2015-12-31
"15411","55287","023225","207386",2015-07-01,2015-12-31
"15412","55288","023865","207406",2015-07-01,2015-12-31
"15413","55289","023245","207430",2015-07-01,2015-12-31
"15414","55290","022741","207444",2015-07-01,2015-12-31
"15415","55291","023540","207473",2015-07-01,2015-12-31
"15416","55292","023083","207394",2015-07-01,2015-12-31
"15417","55293","022734","207402",2015-07-01,2015-12-31
"15418","55294","023827","207409",2015-07-02,2015-12-31
"15419","55295","024458","207417",2015-07-02,2015-12-31
"15420","55296","005568","207608",2015-07-06,2015-12-31
"15421","55297","024135","207518",2015-06-26,2015-12-31
"15422","55298","024071","207519",2015-06-26,2015-12-31
"15423","55299","185291","207367",2015-06-08,2015-12-31
"15424","55300","245397","207385",2015-06-11,2015-12-31
"15425","55301","023287","207447",2015-06-19,2015-12-31
"15426","55302","023980","207504",2015-06-25,2015-12-31
"15427","55303","114203","138914",2015-06-25,2015-12-31
"15428","55304","019417","207529",2015-06-29,2015-12-31
"15429","55305","315639","207443",2015-06-19,2015-12-31
"15430","55306","164443","207432",2015-06-18,2015-12-31
"15431","55307","174314","207471",2015-06-23,2015-12-31
"15432","55308","023557","207364",2015-06-05,2015-12-31
"15433","55309","023721","207894",2015-08-12,2015-12-31
"15434","5531","014195","101345",1982-09-02,2002-01-18
"15435","55310","189462","207448",2015-06-19,2015-12-31
"15436","55311","024073","207520",2015-06-26,2015-12-31
"15437","55312","023704","207388",2015-06-15,2015-12-31
"15438","55313","021004","204857",2015-06-25,2015-12-31
"15439","55314","023935","207451",2015-06-19,2015-12-31
"15440","55315","024177","207526",2015-06-26,2015-12-31
"15441","55316","023986","207414",2015-06-17,2015-12-31
"15442","55317","022590","204787",2015-06-30,2015-12-31
"15443","55318","021899","207361",2015-06-04,2015-12-31
"15444","55319","023698","207391",2015-06-11,2015-12-31
"15445","55320","023422","207452",2015-06-24,2015-12-31
"15446","55321","023843","207401",2015-06-12,2015-12-31
"15447","55322","022637","207517",2015-06-26,2015-12-31
"15448","55323","019722","148077",2015-06-25,2015-12-31
"15449","55324","024549","207446",2015-06-19,2015-12-31
"15450","55325","023889","207365",2015-06-05,2015-12-31
"15451","55326","023818","207366",2015-06-05,2015-12-31
"15452","55327","023990","207506",2015-06-25,2015-12-31
"15453","55328","023996","207331",2015-06-02,2015-12-31
"15454","55331","023569","207507",2015-06-25,2015-12-31
"15455","55332","024921","207533",2015-06-30,2015-12-31
"15456","55333","024330","207611",2015-07-06,2015-12-31
"15457","55334","024838","207527",2015-06-26,2015-12-31
"15458","55335","024638","207516",2015-06-25,2015-12-31
"15459","55336","024196","207350",2015-06-02,2015-12-31
"15460","55337","021515","207442",2015-06-18,2015-12-31
"15461","55338","024074","207528",2015-06-26,2015-12-31
"15462","55339","023933","207384",2015-06-11,2015-12-31
"15463","55340","141462","207501",2015-06-25,2015-12-31
"15464","55341","024616","207609",2015-07-20,2015-12-31
"15465","55342","023208","207738",2015-08-03,2015-12-31
"15466","55343","023249","207743",2015-08-04,2015-12-31
"15467","55344","027983","207639",2015-07-13,2015-12-31
"15468","55345","024422","207764",2015-07-31,2015-12-31
"15469","55346","024437","207733",2015-07-22,2015-12-31
"15470","55347","024084","207540",2015-07-01,2015-12-31
"15471","55348","024523","207645",2015-07-16,2015-12-31
"15472","55349","017594","128072",2015-07-07,2015-12-31
