"","PERMCO","GVKEY","SECID","start_date","end_date"
"10300","37914","137801","101652",2000-07-19,2005-07-07
"10301","37915","137861","101174",2000-07-20,2009-04-09
"10302","37916","138121","101615",2000-07-27,2004-02-12
"10303","37917","138122","101647",2000-07-28,2015-12-31
"10304","37918","137600","100956",2000-07-11,2008-03-26
"10305","37919","138201","101836",2000-07-28,2009-07-31
"10306","37920","064397","101848",2000-07-03,2009-12-11
"10307","37921","138000","102250",2000-07-25,2005-05-13
"10308","37922","116031","102257",2000-07-10,2001-08-07
"10309","37923","133564","112364",2000-07-28,2015-12-31
"10310","37924","108457","102826",2000-07-12,2002-06-25
"10311","37925","135865","103459",2000-07-28,2007-01-03
"10312","37926","137864","103424",2000-07-21,2005-03-15
"10313","37927","137803","103730",2000-07-18,2010-01-05
"10314","37928","137531","103992",2000-07-06,2004-10-01
"10315","37930","106248","104193",2000-07-28,2002-07-24
"10316","37931","063645","104318",2000-07-18,2015-12-31
"10317","37932","137573","104358",2000-07-11,2015-12-31
"10318","37933","137881","104488",2000-07-25,2006-04-05
"10319","37934","138203","105153",2000-07-28,2005-04-21
"10320","37935","137944","105428",2000-07-24,2015-12-31
"10321","37936","138003","105145",2000-07-26,2001-09-19
"10322","37937","138309","110583",2000-07-31,2002-01-24
"10323","37938","138205","105986",2000-07-28,2015-12-31
"10324","37939","138004","106250",2000-07-25,2001-08-06
"10325","37940","137662","105919",2000-07-13,2009-05-28
"10326","37941","065457","106474",2000-07-13,2007-12-07
"10327","37942","137576","106112",2000-07-10,2007-02-20
"10328","37943","138126","106666",2000-07-28,2015-12-31
"10329","37944","065561","107089",2000-07-18,2001-07-16
"10330","37945","138005","106912",2000-07-28,2003-06-25
"10331","37946","066410","107216",2000-07-27,2002-08-20
"10332","37947","138127","107178",2000-07-27,2001-06-07
"10333","37948","137641","108061",2000-07-13,2012-09-18
"10334","37949","137704","108441",2000-07-14,2015-12-31
"10335","37950","066649","108704",2000-07-28,2008-07-02
"10336","37951","019158","108852",2000-07-11,2005-06-30
"10337","37952","137642","108711",2000-07-14,2015-12-31
"10338","37953","138129","109651",2000-07-27,2007-01-29
"10339","37954","101117","110045",2000-07-31,2001-05-11
"10340","37955","137534","110082",2000-07-06,2001-03-06
"10341","37956","137874","110257",2000-07-24,2015-12-31
"10342","37957","137611","110280",2000-07-12,2015-12-31
"10343","37958","133825","110650",2000-07-19,2015-12-31
"10344","37959","137667","110631",2000-07-13,2005-12-15
"10345","3796","008990","109512",1972-12-14,2003-04-17
"10346","37960","134764","110788",2000-07-21,2002-04-23
"10347","37961","137722","111146",2000-07-18,2014-01-27
"10348","37961","137722","204208",2014-01-28,2015-12-31
"10349","37962","137572","103893",2000-07-13,2003-03-11
"10350","37963","137668","111228",2000-07-13,2002-01-31
"10351","37964","125000","111633",2000-07-20,2015-12-31
"10352","37965","137883","111625",2000-07-21,2003-01-31
"10353","37966","138131","111561",2000-07-28,2003-06-23
"10354","37967","134164","111929",2000-07-28,2007-05-25
"10355","38042","022974","111736",1990-08-03,2006-01-30
"10356","38043","208625","9545",1998-01-20,2000-03-13
"10357","3809","009048","109569",1980-05-02,2005-02-23
"10358","3814","009715","110687",1993-11-01,2013-11-25
"10359","3818","009013","109531",1972-12-14,2007-04-26
"10360","3820","009074","5778",1975-05-16,1997-03-14
"10361","3830","009170","109663",1980-11-10,2006-04-11
"10362","3832","009071","109587",1972-12-14,2002-01-23
"10363","3835","009112","109620",1972-12-14,2006-10-26
"10364","38382","026020","101570",2000-08-24,2003-03-27
"10365","38384","026042","102542",2000-08-09,2001-11-30
"10366","38385","108188","102599",2000-08-09,2010-07-21
"10367","38387","213449","103019",2000-08-02,2007-07-19
"10368","38388","065059","103634",2000-08-10,2002-08-13
"10369","38389","137943","104373",2000-08-02,2015-12-31
"10370","38390","138925","106675",2000-08-17,2002-07-31
"10371","38391","139301","107235",2000-08-30,2011-12-23
"10372","38392","206956","108684",2000-08-24,2007-05-17
"10373","38393","222111","108934",2000-08-10,2015-12-31
"10374","38394","121674","110691",2000-08-01,2003-05-23
"10375","38396","014487","111265",2000-08-17,2008-02-27
"10376","38397","209410","111723",2000-08-15,2013-06-07
"10377","38398","138861","112313",2000-08-10,2015-12-31
"10378","38399","138601","101037",2000-08-08,2015-12-31
"10379","3840","009016","109532",1973-10-16,2015-12-31
"10380","38400","138641","101744",2000-08-09,2008-10-13
"10381","38401","138741","101406",2000-08-11,2011-06-17
"10382","38402","138481","101333",2000-08-08,2005-05-18
"10383","38403","138602","101116",2000-08-08,2006-04-28
"10384","38404","141636","101741",2000-08-29,2003-01-16
"10385","38405","138921","101844",2000-08-17,2009-06-23
"10386","38406","138483","102383",2000-08-04,2015-12-31
"10387","38407","105667","102368",2000-08-21,2001-11-26
"10388","38409","138781","112370",2000-08-11,2015-12-31
"10389","38410","138603","102996",2000-08-09,2004-08-04
"10390","38411","138321","102625",2000-08-02,2011-07-07
"10391","38412","138341","103577",2000-08-01,2015-12-31
"10392","38413","138202","103392",2000-08-01,2000-12-01
"10393","38414","138485","103538",2000-08-04,2003-08-28
"10394","38415","138490","111026",2000-08-04,2003-03-28
"10395","38416","138464","103764",2000-08-03,2003-07-01
"10396","38417","112754","103994",2000-08-15,2015-12-31
"10397","38418","009551","104024",2000-08-15,2005-06-12
"10398","38418","009551","127070",2005-06-13,2013-04-14
"10399","38418","009551","166717",2013-04-15,2015-12-31
"10400","38419","138743","104415",2000-08-11,2015-12-31
"10401","38420","138342","104433",2000-08-03,2003-04-03
"10402","38421","138703","104444",2000-08-10,2004-02-10
"10403","38422","138605","104489",2000-08-10,2003-03-28
"10404","38423","138486","104506",2000-08-04,2003-12-19
"10405","38424","138441","112387",2000-08-02,2001-08-01
"10406","38425","138501","112365",2000-08-04,2015-12-31
"10407","38426","138343","105147",2000-08-02,2005-10-06
"10408","38427","106371","105415",2000-08-22,2001-06-20
"10409","38428","138487","105494",2000-08-09,2003-03-25
"10410","38429","138465","105950",2000-08-03,2002-03-08
"10411","38430","065853","106189",2000-08-15,2002-01-17
"10412","38431","138466","106167",2000-08-03,2011-05-13
"10413","38432","135844","106162",2000-08-04,2015-12-31
"10414","38433","138662","105938",2000-08-22,2012-06-05
"10415","38434","138924","106222",2000-08-18,2002-10-17
"10416","38435","064879","106487",2000-08-28,2015-03-02
"10417","38436","138744","106987",2000-08-11,2004-12-22
"10418","38437","138843","106911",2000-08-15,2006-06-21
"10419","38438","138705","106834",2000-08-10,2005-12-23
"10420","38439","138467","106831",2000-08-04,2015-12-31
"10421","38440","138607","107316",2000-08-09,2007-01-29
"10422","38440","138607","114709",2001-02-08,2007-01-29
"10423","38441","138609","107598",2000-08-09,2008-05-27
"10424","38442","138608","107377",2000-08-08,2015-12-31
"10425","38443","138521","112402",2000-08-08,2015-12-31
"10426","38445","138961","112314",2000-08-23,2005-11-25
"10427","38445","138961","125193",2005-11-28,2015-12-31
"10428","38446","138402","108492",2000-08-02,2012-12-18
"10429","38447","135864","108562",2000-08-16,2002-09-13
"10430","38448","138706","108865",2000-08-16,2002-07-31
"10431","38449","138611","108961",2000-08-09,2008-10-31
"10432","3845","009120","5785",1981-05-27,1999-10-07
"10433","38450","138901","108819",2000-08-18,2010-04-15
"10434","38451","123694","109305",2000-08-15,2001-10-11
"10435","38452","138610","108833",2000-08-08,2007-01-08
"10436","38453","138128","108699",2000-08-01,2004-04-30
"10437","38454","138681","112319",2000-08-10,2002-09-25
"10438","38455","138621","112412",2000-08-09,2004-09-17
"10439","38456","138663","109581",2000-08-09,2002-08-12
"10440","38457","138469","109594",2000-08-03,2003-03-31
"10441","38458","138470","109702",2000-08-03,2001-07-19
"10442","38459","138707","109539",2000-08-10,2015-12-31
"10443","3846","010356","5910",1983-04-04,1985-12-04
"10444","38460","134964","109987",2000-08-03,2004-01-16
"10445","38461","134744","110159",2000-08-03,2002-07-17
"10446","38462","139244","110697",2000-09-01,2003-06-16
"10447","38463","028762","110379",2000-08-02,2015-12-31
"10448","38464","138345","110401",2000-08-01,2003-08-11
"10449","38465","134104","110092",2000-08-25,2003-05-02
"10450","38466","138746","110705",2000-08-15,2002-11-20
"10451","38467","138747","110911",2000-08-11,2014-07-10
"10452","38468","138210","111225",2000-08-01,2005-12-07
"10453","38469","138613","110882",2000-08-08,2015-12-31
"10454","38470","135805","107550",2000-08-04,2010-11-30
"10455","38471","138612","110775",2000-08-09,2007-07-11
"10456","38472","138404","111680",2000-08-03,2005-09-13
"10457","38473","135824","111733",2000-08-10,2003-06-05
"10458","38474","138346","111741",2000-08-01,2010-09-02
"10459","38475","117142","108547",2000-08-03,2011-06-27
"10460","38476","138904","111702",2000-08-18,2001-11-14
"10461","38477","138943","111832",2000-08-18,2008-05-22
"10462","38478","138347","111990",2000-08-01,2005-06-21
"10463","3849","009142","109641",1981-06-01,2005-05-13
"10464","3850","009132","109635",1970-02-27,2001-10-02
"10465","3860","013342","109418",1972-12-14,2015-12-31
"10466","3861","019463","6962",1972-12-14,1998-05-29
"10467","3863","008984","5769",1989-12-18,1997-07-30
"10468","3867","009208","109684",1980-01-28,1989-02-15
"10469","3868","017138","6854",1974-04-01,1999-06-11
"10470","3873","009186","109668",1978-10-20,2001-02-16
"10471","3876","009168","5788",1982-07-30,1998-01-27
"10472","3878","009173","109666",1972-12-14,2013-02-20
"10473","3879","009191","109670",1981-07-31,2003-10-27
"10474","3901","009256","109713",1972-12-14,2004-11-12
"10475","3902","009259","109716",1972-12-14,2006-09-19
"10476","3908","009243","5799",1991-12-18,1998-05-01
"10477","3909","009267","109724",1997-06-30,2005-11-18
"10478","3909","009267","5802",1989-01-18,1997-06-29
"10479","3911","008902","109424",1972-12-14,2015-12-31
"10480","39129","213412","101095",2000-10-02,2015-12-31
"10481","39130","139662","101820",2000-10-02,2007-10-25
"10482","39131","138002","102977",2000-09-19,2002-08-07
"10483","39132","063793","103514",2000-08-29,2002-08-15
"10484","39133","004094","103981",2000-10-03,2015-12-31
"10485","39134","063633","104475",2000-09-01,2002-12-24
"10486","39135","140045","105442",2000-09-28,2015-12-31
"10487","39138","100572","108815",2000-09-01,2015-12-31
"10488","39139","062768","109015",2000-09-07,2012-01-30
"10489","3914","009273","109727",1987-05-07,2015-12-31
"10490","39140","028194","109096",2000-09-13,2015-12-31
"10491","39141","101292","109289",2000-09-12,2007-09-26
"10492","39143","140032","110279",2000-09-27,2011-12-23
"10493","39144","140033","110342",2000-09-27,2003-07-14
"10494","39145","113373","110540",2000-09-28,2007-04-18
"10495","39146","101020","110544",2000-09-13,2007-12-28
"10496","39148","209341","111426",2000-09-19,2015-12-31
"10497","39149","101264","111793",2000-09-12,2006-08-03
"10498","39150","140073","112055",2000-09-29,2015-12-31
"10499","39151","140081","105627",2000-09-29,2008-03-28
"10500","39152","140061","101737",2000-09-29,2007-02-16
"10501","39153","138701","101822",2000-09-27,2003-02-25
"10502","39154","140042","103035",2000-09-29,2015-12-31
"10503","39155","139985","103462",2000-09-26,2005-06-15
"10504","39156","139922","103579",2000-09-22,2006-05-23
"10505","39157","134804","103900",2000-09-29,2004-03-18
"10506","39158","025315","102729",2000-09-14,2005-08-31
"10507","39159","140044","103989",2000-09-28,2015-12-31
"10508","39160","140024","104165",2000-09-27,2009-06-26
"10509","39161","140062","104210",2000-09-29,2002-03-05
"10510","39162","139342","104773",2000-09-28,2007-03-12
"10511","39163","205950","105106",2000-09-29,2005-01-04
"10512","39164","140065","105196",2000-09-29,2002-01-08
"10513","39165","101206","105597",2000-09-27,2006-07-06
"10514","39166","140027","105856",2000-09-27,2007-05-07
"10515","39167","065610","106056",2000-09-15,2015-12-31
"10516","39168","003769","106163",2000-09-22,2003-05-05
"10517","39169","225088","106331",2000-09-29,2004-02-17
"10518","39170","120574","106952",2000-09-18,2001-11-14
"10519","39171","139803","108447",2000-09-21,2001-12-03
"10520","39172","140071","109263",2000-09-29,2008-06-19
"10521","39173","029846","108786",2000-09-28,2007-12-03
"10522","39174","062645","110277",2000-09-14,2000-12-10
"10523","39175","134384","110190",2000-09-29,2013-09-12
"10524","39176","025894","110367",2000-09-28,2001-06-21
"10525","39177","139804","110772",2000-09-21,2015-12-31
"10526","39178","108707","111558",2000-09-12,2002-10-31
"10527","39179","140049","111638",2000-09-28,2005-04-01
"10528","39180","139721","112431",2000-09-19,2007-06-11
"10529","39181","064767","111783",2000-09-29,2011-06-16
"10530","39182","139749","112220",2000-09-21,2001-11-19
"10531","3919","009161","109655",1984-06-12,1999-07-07
"10532","392","001234","101769",1982-10-01,2015-12-31
"10533","3924","009240","111930",1995-07-21,1998-03-11
"10534","3927","008918","5760",1995-06-01,1998-09-21
"10535","39289","125575","102663",2000-09-26,2003-07-09
"10536","3935","009281","109737",1978-01-09,1985-05-29
"10537","3939","009257","109714",1976-06-01,1982-11-30
"10538","3953","009301","5807",1972-12-14,1997-12-23
"10539","3954","009302","109754",1972-12-14,2015-09-30
"10540","3960","009403","107396",1980-01-02,1997-11-05
"10541","3961","009347","5809",1972-12-14,1997-02-19
"10542","3962","009351","109848",1972-12-14,2008-09-22
"10543","3964","009357","5811",1979-04-03,1998-05-20
"10544","3965","009788","5850",1981-06-09,1988-03-30
"10545","3968","009555","110000",1972-12-14,1998-03-31
"10546","397","001823","101734",1972-12-14,2015-12-31
"10547","3976","019727","6971",1972-12-14,1998-01-27
"10548","3977","100039","109919",1977-04-05,2006-10-31
"10549","398","002595","102597",1993-09-16,2015-02-04
"10550","3980","004364","102870",1988-10-20,1992-07-23
"10551","3981","009437","5819",1990-10-29,1996-01-22
"10552","3985","017114","110033",1978-11-01,2000-11-13
"10553","3987","009880","110356",1981-09-28,2004-10-29
"10554","3990","009686","110138",1968-01-02,1985-08-09
"10555","3996","009447","5821",1979-07-02,1996-10-08
"10556","4","001253","5022",1973-05-29,1997-02-21
"10557","400","001875","101792",1979-01-24,1997-10-17
"10558","4005","009313","109780",1972-12-14,2001-12-06
"10559","4006","009489","111166",1986-06-19,1993-11-11
"10560","4010","009490","109971",1972-12-13,1991-10-22
"10561","40142","140756","102991",2000-10-18,2015-12-31
"10562","40143","140541","103109",2000-10-05,2015-12-31
"10563","40144","205774","105471",2000-10-03,2001-10-31
"10564","40145","140206","106158",2000-10-03,2002-06-21
"10565","40146","029764","106955",2000-10-11,2003-10-30
"10566","40148","140760","107676",2000-10-18,2015-12-31
"10567","40149","020635","107844",2000-10-24,2006-06-30
"10568","40150","140447","108103",2000-10-04,2004-11-02
"10569","40151","140821","108593",2000-10-23,2003-04-17
"10570","40152","205942","108897",2000-10-20,2015-12-31
"10571","40153","015664","109719",2000-10-24,2006-10-27
"10572","40154","140676","109799",2000-10-11,2009-03-30
"10573","40155","101076","109953",2000-10-12,2006-11-22
"10574","40156","140528","110760",2000-10-05,2002-04-01
"10575","40157","002408","110924",2013-02-04,2015-12-31
"10576","40158","029887","111908",2000-10-11,2009-12-31
"10577","40159","140800","102076",2001-08-22,2004-06-25
"10578","40159","140800","112004",2000-10-20,2001-08-21
"10579","40160","204867","112077",2000-10-19,2015-12-31
"10580","4018","009511","5826",1994-08-15,1999-06-28
"10581","40191","140421","112262",2000-10-06,2002-02-26
"10582","40192","140796","101202",2000-10-20,2003-04-17
"10583","40193","060983","101432",2000-10-26,2015-12-31
"10584","40194","140441","101100",2000-10-05,2002-05-24
"10585","40195","225240","102369",2000-10-03,2001-11-21
"10586","40196","025817","102412",2000-10-02,2001-05-29
"10587","40197","024048","103080",2000-10-12,2001-09-10
"10588","40198","140908","103556",2000-10-27,2011-03-25
"10589","40199","140023","113093",2001-10-22,2015-12-31
"10590","40200","140797","103697",2000-10-23,2002-04-25
"10591","40201","140736","104316",2000-10-17,2011-06-17
"10592","40202","140910","105859",2000-10-27,2015-12-31
"10593","40203","140443","106366",2000-10-12,2008-12-08
"10594","40204","140067","106106",2000-10-03,2002-12-09
"10595","40205","140837","102662",2000-10-26,2002-06-28
"10596","40206","140445","106738",2000-10-05,2008-06-26
